"filepath","acquisitionTime","TIC","sampleFileName","sampleType"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W48_SR.mzML",2015-02-03 03:48:29,20752776289,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W48_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W59_LTR.mzML",2015-02-03 05:19:38,15189731114,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W59_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W60_SR.mzML",2015-02-03 06:50:34,19919438552,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W60_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W71_LTR.mzML",2015-02-03 08:22:02,13408620177,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W71_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W72_SR.mzML",2015-02-03 09:53:10,19905504392,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W72_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W83_LTR.mzML",2015-02-03 11:24:11,14693456865,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W83_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W84_SR.mzML",2015-02-03 12:55:29,19317718362,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W84_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W95_LTR.mzML",2015-02-03 14:26:37,14775106582,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W95_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W96_SR.mzML",2015-02-03 15:57:32,19539945224,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U8W96_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U2W11_LTR.mzML",2015-02-03 17:28:47,14043807591,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U2W11_LTR.mzML","LTR"
